VATyp;VA_Nr_(KT);Datum_von;Datum_bis;Dauer;Veranstaltungsstätte;VA_Raum;VA_Buchung_Name;Buchungsstatus;Veranstalter_1;VA_RaumFläche;Aktivitätsstatus
MV;12166;30.11.2024 12:00;30.11.2024 18:00;6;FFK;Salon Godet;Konzert: Wolfgangseemusi;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
MV;12165;06.12.2024 17:00;06.12.2024 22:00;5;FFK;Französische Friedrichstadtkirche;Konzerte;Vtg ok;FRANZHANS 06 GmbH;0;Veranstaltung allgemein
MV;12165;06.12.2024 17:00;06.12.2024 22:00;5;FFK;Saal;Konzerte;Vtg ok;FRANZHANS 06 GmbH;720;Veranstaltung allgemein
MV;12165;06.12.2024 17:00;06.12.2024 22:00;5;FFK;Salon Godet;Konzerte;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
MV;12165;07.12.2024 13:00;07.12.2024 22:00;9;FFK;Französische Friedrichstadtkirche;Konzerte;Vtg ok;FRANZHANS 06 GmbH;0;Konzert
MV;12165;07.12.2024 13:00;07.12.2024 22:00;9;FFK;Saal;Konzerte;Vtg ok;FRANZHANS 06 GmbH;720;Veranstaltung allgemein
MV;12165;07.12.2024 13:00;07.12.2024 22:00;9;FFK;Salon Godet;Konzerte;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
MV;12163;20.12.2024 16:00;20.12.2024 22:00;6;FFK;Französische Friedrichstadtkirche;Konzert;Vtg ok;FRANZHANS 06 GmbH;0;Veranstaltung allgemein
MV;12163;20.12.2024 16:00;20.12.2024 22:00;6;FFK;Saal;Konzert;Vtg ok;FRANZHANS 06 GmbH;720;Veranstaltung allgemein
MV;12163;20.12.2024 16:00;20.12.2024 22:00;6;FFK;Salon Godet;Konzert;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
MV;12162;22.12.2024 13:15;22.12.2024 18:15;5;FFK;Französische Friedrichstadtkirche;Konzert;Vtg ok;FRANZHANS 06 GmbH;0;Konzert
MV;12162;22.12.2024 13:15;22.12.2024 18:15;5;FFK;Saal;Konzert;Vtg ok;FRANZHANS 06 GmbH;720;Veranstaltung allgemein
MV;12162;22.12.2024 13:15;22.12.2024 18:15;5;FFK;Salon Godet;Konzert;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
